cik,nom,symboles,secteur,sous_secteur,annee,chiffre_affaires,ca_etiquette,ca_nb_etiquettes,ca_ecart_relatif,fin_exercice,ca_depot,capex,capex_etiquette,rd,rd_etiquette
0001403568,Ulta Beauty,ULTA,Consumer Discretionary,Other Specialty Retail,2015,3924116000.0,SalesRevenueNet,2.0,0.9436619610633324,2016-01-30,0001558370-18-002733,299167000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000874766,Hartford (The),HIG,Financials,Property & Casualty Insurance,2023,24527000000.0,Revenues,2.0,0.9436539324010275,2023-12-31,0000874766-26-000012,215000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001034054,SBA Communications,SBAC,Real Estate,Telecom Tower REITs,2024,2679634000.0,Revenues,2.0,0.9429515374114524,2024-12-31,0001034054-26-000002,228149000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001034054,SBA Communications,SBAC,Real Estate,Telecom Tower REITs,2017,1727674000.0,Revenues,2.0,0.9395134730278977,2017-12-31,0001034054-20-000003,147044000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001053507,American Tower,AMT,Real Estate,Telecom Tower REITs,2020,8041500000.0,Revenues,2.0,0.9383572716532985,2020-12-31,0001053507-23-000023,1031700000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001034054,SBA Communications,SBAC,Real Estate,Telecom Tower REITs,2020,2083138000.0,Revenues,2.0,0.9382345288694268,2020-12-31,0001034054-23-000002,128566000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000874766,Hartford (The),HIG,Financials,Property & Casualty Insurance,2022,22362000000.0,Revenues,2.0,0.9363652624988821,2022-12-31,0000874766-25-000023,175000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001053507,American Tower,AMT,Real Estate,Telecom Tower REITs,2018,7440100000.0,Revenues,2.0,0.933965941317993,2018-12-31,0001053507-21-000026,913200000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000874766,Hartford (The),HIG,Financials,Property & Casualty Insurance,2020,20523000000.0,Revenues,2.0,0.9337328850557911,2020-12-31,0000874766-23-000023,114000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001034054,SBA Communications,SBAC,Real Estate,Telecom Tower REITs,2018,1865695000.0,Revenues,2.0,0.9328609445809739,2018-12-31,0001034054-21-000003,149812000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000874766,Hartford (The),HIG,Financials,Property & Casualty Insurance,2019,20740000000.0,Revenues,2.0,0.9323047251687561,2019-12-31,0000874766-22-000019,105000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001053507,American Tower,AMT,Real Estate,Telecom Tower REITs,2019,7580300000.0,Revenues,2.0,0.9304513013996808,2019-12-31,0001053507-22-000017,991300000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000874766,Hartford (The),HIG,Financials,Property & Casualty Insurance,2021,22390000000.0,Revenues,2.0,0.9299240732469852,2021-12-31,0000874766-24-000016,133000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001403568,Ulta Beauty,ULTA,Consumer Discretionary,Other Specialty Retail,2016,4854737000.0,Revenues,3.0,0.9288649416023979,2017-01-28,0001558370-19-002739,373447000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001034054,SBA Communications,SBAC,Real Estate,Telecom Tower REITs,2023,2711584000.0,Revenues,2.0,0.9282157587594557,2023-12-31,0001034054-26-000002,236698000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000874766,Hartford (The),HIG,Financials,Property & Casualty Insurance,2017,17162000000.0,Revenues,2.0,0.9269898613215243,2017-12-31,0000874766-20-000020,250000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001053507,American Tower,AMT,Real Estate,Telecom Tower REITs,2023,10012200000.0,Revenues,2.0,0.925361059507401,2023-12-31,0001053507-26-000035,1798100000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000874766,Hartford (The),HIG,Financials,Property & Casualty Insurance,2018,18955000000.0,Revenues,2.0,0.925191242416249,2018-12-31,0000874766-21-000022,122000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001034054,SBA Communications,SBAC,Real Estate,Telecom Tower REITs,2019,2014645000.0,Revenues,2.0,0.923665459671555,2019-12-31,0001034054-22-000002,154236000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001053507,American Tower,AMT,Real Estate,Telecom Tower REITs,2024,10127200000.0,Revenues,2.0,0.9235129157121416,2024-12-31,0001053507-26-000035,1590000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001053507,American Tower,AMT,Real Estate,Telecom Tower REITs,2021,9356900000.0,Revenues,2.0,0.923350682384123,2021-12-31,0001053507-24-000011,1376700000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000823768,Waste Management,WM,Industrials,Environmental & Facilities Services,2015,12961000000.0,Revenues,2.0,0.9171360234549804,2015-12-31,0001558370-18-000716,1229000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000732712,Verizon,VZ,Communication Services,Integrated Telecommunication Services,2014,127079000000.0,Revenues,2.0,0.9137780435791909,2014-12-31,0001193125-17-050292,17191000000.0,PaymentsToAcquireProductiveAssets,,
0001034054,SBA Communications,SBAC,Real Estate,Telecom Tower REITs,2025,2815139000.0,Revenues,2.0,0.9131488711569837,2025-12-31,0001034054-26-000002,224819000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001053507,American Tower,AMT,Real Estate,Telecom Tower REITs,2022,9645400000.0,Revenues,2.0,0.9128392809007403,2022-12-31,0001053507-25-000025,1873600000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001053507,American Tower,AMT,Real Estate,Telecom Tower REITs,2025,10644600000.0,Revenues,2.0,0.9120774852977096,2025-12-31,0001053507-26-000035,1680400000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001034054,SBA Communications,SBAC,Real Estate,Telecom Tower REITs,2021,2308834000.0,Revenues,2.0,0.9113201728664772,2021-12-31,0001034054-24-000002,133694000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001051470,Crown Castle,CCI,Real Estate,Telecom Tower REITs,2023,4734000000.0,Revenues,2.0,0.9110688635403464,2023-12-31,0001051470-26-000016,243000000.0,PaymentsToAcquireProductiveAssets,,
0001051470,Crown Castle,CCI,Real Estate,Telecom Tower REITs,2020,5840000000.0,Revenues,2.0,0.910958904109589,2020-12-31,0001051470-23-000041,1624000000.0,PaymentsToAcquireProductiveAssets,,
0000087347,Schlumberger,SLB,Energy,Oil & Gas Equipment & Services,2014,48580000000.0,Revenues,2.0,0.9085631947303417,2014-12-31,0001564590-17-000589,3976000000.0,PaymentsToAcquirePropertyPlantAndEquipment,1217000000.0,ResearchAndDevelopmentExpense
0001043277,C.H. Robinson,CHRW,Industrials,Air Freight & Logistics,2017,14869380000.0,Revenues,4.0,0.9081014810301438,2017-12-31,0001043277-18-000007,40122000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000823768,Waste Management,WM,Industrials,Environmental & Facilities Services,2014,13996000000.0,Revenues,2.0,0.9035438696770506,2014-12-31,0001193125-17-046480,1181000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001403568,Ulta Beauty,ULTA,Consumer Discretionary,Other Specialty Retail,2017,5884506000.0,Revenues,3.0,0.9033502557393943,2018-02-03,0001558370-20-003272,440714000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000796343,Adobe Inc.,ADBE,Information Technology,Application Software,2017,7301505000.0,Revenues,2.0,0.9032025589244957,2017-12-01,0000796343-20-000013,178122000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000040704,General Mills,GIS,Consumer Staples,Packaged Foods & Meats,2022,20094200000.0,RevenueFromContractWithCustomerExcludingAssessedTax,2.0,0.9025888067203471,2023-05-28,0001193125-25-147079,689500000.0,PaymentsToAcquirePropertyPlantAndEquipment,257600000.0,ResearchAndDevelopmentExpense
0001051470,Crown Castle,CCI,Real Estate,Telecom Tower REITs,2021,6340000000.0,Revenues,2.0,0.9020504731861199,2021-12-31,0001051470-24-000062,1229000000.0,PaymentsToAcquireProductiveAssets,,
0001051470,Crown Castle,CCI,Real Estate,Telecom Tower REITs,2022,6986000000.0,Revenues,2.0,0.9002290294875466,2022-12-31,0001051470-25-000089,1310000000.0,PaymentsToAcquireProductiveAssets,,
0000040704,General Mills,GIS,Consumer Staples,Packaged Foods & Meats,2023,19857200000.0,RevenueFromContractWithCustomerExcludingAssessedTax,2.0,0.8973772737344641,2024-05-26,0001628280-26-046466,774100000.0,PaymentsToAcquirePropertyPlantAndEquipment,257800000.0,ResearchAndDevelopmentExpense
0001051470,Crown Castle,CCI,Real Estate,Telecom Tower REITs,2018,5370000000.0,Revenues,2.0,0.8931098696461826,2018-12-31,0001051470-21-000031,1739000000.0,PaymentsToAcquireProductiveAssets,,
0000087347,Schlumberger,SLB,Energy,Oil & Gas Equipment & Services,2015,35475000000.0,Revenues,2.0,0.8922339675828048,2015-12-31,0001564590-18-000821,2410000000.0,PaymentsToAcquirePropertyPlantAndEquipment,1094000000.0,ResearchAndDevelopmentExpense
0001415404,EchoStar,ECHO,Communication Services,Wireless Telecommunication Services,2014,3445578000.0,SalesRevenueNet,2.0,0.8914408554965234,2014-12-31,0001415404-17-000010,680026000.0,PaymentsToAcquirePropertyPlantAndEquipment,60886000.0,ResearchAndDevelopmentExpense
0001043277,C.H. Robinson,CHRW,Industrials,Air Freight & Logistics,2016,13144413000.0,Revenues,4.0,0.8904730093310367,2016-12-31,0001043277-18-000007,73452000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000731766,UnitedHealth Group,UNH,Health Care,Managed Health Care,2015,157107000000.0,Revenues,2.0,0.88980758336675,2015-12-31,0000731766-18-000005,1556000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001043277,C.H. Robinson,CHRW,Industrials,Air Freight & Logistics,2015,13476084000.0,Revenues,3.0,0.8897080190357971,2015-12-31,0001043277-18-000007,28115000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000900075,Copart,CPRT,Industrials,Diversified Support Services,2017,1447981000.0,Revenues,4.0,0.8883072360756115,2017-07-31,0000900075-18-000048,172178000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000040704,General Mills,GIS,Consumer Staples,Packaged Foods & Meats,2021,18992800000.0,RevenueFromContractWithCustomerExcludingAssessedTax,2.0,0.8876258371593446,2022-05-29,0001193125-24-168943,568700000.0,PaymentsToAcquirePropertyPlantAndEquipment,243100000.0,ResearchAndDevelopmentExpense
0001034054,SBA Communications,SBAC,Real Estate,Telecom Tower REITs,2022,2633454000.0,Revenues,2.0,0.8872663050123526,2022-12-31,0001034054-25-000002,214443000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001043277,C.H. Robinson,CHRW,Industrials,Air Freight & Logistics,2014,13470067000.0,Revenues,3.0,0.8861509003630049,2014-12-31,0001043277-17-000004,22364000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001415404,EchoStar,ECHO,Communication Services,Wireless Telecommunication Services,2015,1848857000.0,SalesRevenueNet,2.0,0.885189065460444,2015-12-31,0001415404-18-000005,809270000.0,PaymentsToAcquirePropertyPlantAndEquipment,26377000.0,ResearchAndDevelopmentExpense
0000040704,General Mills,GIS,Consumer Staples,Packaged Foods & Meats,2019,17626600000.0,RevenueFromContractWithCustomerExcludingAssessedTax,2.0,0.8839481238582597,2020-05-31,0001193125-22-185257,460800000.0,PaymentsToAcquirePropertyPlantAndEquipment,224400000.0,ResearchAndDevelopmentExpense
0001051470,Crown Castle,CCI,Real Estate,Telecom Tower REITs,2019,5763000000.0,Revenues,2.0,0.8837411070622939,2019-12-31,0001051470-22-000019,2057000000.0,PaymentsToAcquireProductiveAssets,,
0000765880,Healthpeak Properties,DOC,Real Estate,Health Care REITs,2019,1240339000.0,Revenues,2.0,0.8836390696414448,2019-12-31,0001628280-22-002117,677274000.0,PaymentsToAcquireProductiveAssets,,
0001051470,Crown Castle,CCI,Real Estate,Telecom Tower REITs,2017,4355605000.0,SalesRevenueNet,3.0,0.8803840109468145,2017-12-31,0001051470-18-000082,-1217000000.0,PaymentsToAcquireProductiveAssets,,
0000040704,General Mills,GIS,Consumer Staples,Packaged Foods & Meats,2020,18127000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,2.0,0.8792298780824185,2021-05-30,0001193125-23-177500,530800000.0,PaymentsToAcquirePropertyPlantAndEquipment,239300000.0,ResearchAndDevelopmentExpense
0000765880,Healthpeak Properties,DOC,Real Estate,Health Care REITs,2018,1191320000.0,Revenues,2.0,0.8789435248296008,2018-12-31,0001628280-21-001804,560875000.0,PaymentsToAcquireProductiveAssets,,
0000040704,General Mills,GIS,Consumer Staples,Packaged Foods & Meats,2018,16865200000.0,RevenueFromContractWithCustomerExcludingAssessedTax,2.0,0.8788096198088371,2019-05-26,0001193125-21-204830,537600000.0,PaymentsToAcquirePropertyPlantAndEquipment,221900000.0,ResearchAndDevelopmentExpense
0000927628,Capital One,COF,Financials,Consumer Finance,2018,28076000000.0,Revenues,2.0,0.8777959823336657,2018-12-31,0000927628-21-000094,874000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001415404,EchoStar,ECHO,Communication Services,Wireless Telecommunication Services,2017,1885508000.0,SalesRevenueNet,3.0,0.8731381675389338,2017-12-31,0001415404-18-000005,583211000.0,PaymentsToAcquirePropertyPlantAndEquipment,31745000.0,ResearchAndDevelopmentExpense
0000732712,Verizon,VZ,Communication Services,Integrated Telecommunication Services,2015,131620000000.0,Revenues,2.0,0.8714177176720863,2015-12-31,0000732712-18-000009,17775000000.0,PaymentsToAcquireProductiveAssets,,
0000900075,Copart,CPRT,Industrials,Diversified Support Services,2016,1268449000.0,Revenues,3.0,0.8706530573952914,2016-07-31,0000900075-18-000048,173917000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000927628,Capital One,COF,Financials,Consumer Finance,2020,28523000000.0,Revenues,2.0,0.8689829260596711,2020-12-31,0000927628-23-000117,710000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000731766,UnitedHealth Group,UNH,Health Care,Managed Health Care,2017,201159000000.0,Revenues,2.0,0.8689295532389801,2017-12-31,0000731766-20-000006,2023000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001415404,EchoStar,ECHO,Communication Services,Wireless Telecommunication Services,2016,1810466000.0,RevenueFromContractWithCustomerExcludingAssessedTax,3.0,0.8688978417711242,2016-12-31,0001415404-19-000003,722341000.0,PaymentsToAcquirePropertyPlantAndEquipment,31170000.0,ResearchAndDevelopmentExpense
0000927628,Capital One,COF,Financials,Consumer Finance,2019,28593000000.0,Revenues,2.0,0.8664008673451544,2019-12-31,0000927628-22-000106,887000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000796343,Adobe Inc.,ADBE,Information Technology,Application Software,2016,5854430000.0,Revenues,2.0,0.8632662786983532,2016-12-02,0000796343-19-000019,203805000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000060086,Loews Corporation,L,Financials,Multi-line Insurance,2021,14657000000.0,Revenues,2.0,0.8632052943985808,2021-12-31,0000060086-24-000029,482000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000732712,Verizon,VZ,Communication Services,Integrated Telecommunication Services,2016,125980000000.0,Revenues,2.0,0.8609938085410382,2016-12-31,0000732712-19-000012,17059000000.0,PaymentsToAcquireProductiveAssets,,
0000900075,Copart,CPRT,Industrials,Diversified Support Services,2015,1146079000.0,Revenues,3.0,0.8597688291993832,2015-07-31,0000900075-17-000044,79153000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000731766,UnitedHealth Group,UNH,Health Care,Managed Health Care,2016,184840000000.0,Revenues,2.0,0.8557779701363342,2016-12-31,0000731766-19-000005,1705000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000798354,Fiserv,FISV,Financials,Transaction & Payment Processing Services,2018,5823000000.0,Revenues,3.0,0.8543705993474154,2018-12-31,0000798354-19-000005,360000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000060086,Loews Corporation,L,Financials,Multi-line Insurance,2023,15901000000.0,Revenues,2.0,0.8515816615307213,2023-12-31,0000060086-26-000008,686000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000060086,Loews Corporation,L,Financials,Multi-line Insurance,2022,14044000000.0,Revenues,2.0,0.8513956137852463,2022-12-31,0000060086-25-000036,660000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000732712,Verizon,VZ,Communication Services,Integrated Telecommunication Services,2017,126034000000.0,Revenues,2.0,0.8501277433073615,2017-12-31,0000732712-20-000014,17247000000.0,PaymentsToAcquireProductiveAssets,,
0000927628,Capital One,COF,Financials,Consumer Finance,2025,53434000000.0,Revenues,2.0,0.849122281693304,2025-12-31,0000927628-26-000024,1578000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000927628,Capital One,COF,Financials,Consumer Finance,2024,39112000000.0,Revenues,2.0,0.848767641644508,2024-12-31,0000927628-26-000024,1204000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000798354,Fiserv,FISV,Financials,Transaction & Payment Processing Services,2017,5696000000.0,Revenues,3.0,0.8484901685393258,2017-12-31,0000798354-19-000005,287000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000927628,Capital One,COF,Financials,Consumer Finance,2023,36787000000.0,Revenues,2.0,0.8465490526544703,2023-12-31,0000927628-26-000024,961000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000036270,M&T Bank,MTB,Financials,Regional Banks,2023,9643000000.0,Revenues,2.0,0.8461059836150575,2023-12-31,0000950170-24-017990,256000000.0,PaymentsToAcquireProductiveAssets,,
0000759944,Citizens Financial Group,CFG,Financials,Regional Banks,2023,8224000000.0,Revenues,2.0,0.8460603112840467,2023-12-31,0000759944-26-000028,172000000.0,PaymentsForProceedsFromProductiveAssets,,
0000759944,Citizens Financial Group,CFG,Financials,Regional Banks,2020,6905000000.0,Revenues,2.0,0.8435916002896452,2020-12-31,0000759944-23-000029,118000000.0,PaymentsForProceedsFromProductiveAssets,,
0000927628,Capital One,COF,Financials,Consumer Finance,2021,30435000000.0,Revenues,2.0,0.8429439789715788,2021-12-31,0000927628-24-000094,698000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000927628,Capital One,COF,Financials,Consumer Finance,2022,34250000000.0,Revenues,2.0,0.8418394160583942,2022-12-31,0000927628-25-000092,934000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000798354,Fiserv,FISV,Financials,Transaction & Payment Processing Services,2016,5505000000.0,Revenues,2.0,0.8401453224341507,2016-12-31,0000798354-19-000005,290000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000798354,Fiserv,FISV,Financials,Transaction & Payment Processing Services,2015,5254000000.0,Revenues,2.0,0.8395508184240579,2015-12-31,0000798354-18-000005,359000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000759944,Citizens Financial Group,CFG,Financials,Regional Banks,2022,8021000000.0,Revenues,2.0,0.8380501184390974,2022-12-31,0000759944-25-000013,126000000.0,PaymentsForProceedsFromProductiveAssets,,
0000060086,Loews Corporation,L,Financials,Multi-line Insurance,2024,17510000000.0,Revenues,2.0,0.83478012564249,2024-12-31,0000060086-26-000008,632000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000798354,Fiserv,FISV,Financials,Transaction & Payment Processing Services,2014,5066000000.0,Revenues,2.0,0.8328069482826688,2014-12-31,0000798354-17-000006,292000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000060086,Loews Corporation,L,Financials,Multi-line Insurance,2025,18454000000.0,Revenues,2.0,0.8280047686138506,2025-12-31,0000060086-26-000008,579000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001051470,Crown Castle,CCI,Real Estate,Telecom Tower REITs,2016,3921225000.0,SalesRevenueNet,3.0,0.8245446257228289,2016-12-31,0001051470-18-000082,874000000.0,PaymentsToAcquireProductiveAssets,,
0000900075,Copart,CPRT,Industrials,Diversified Support Services,2014,1163489000.0,Revenues,3.0,0.8237404908856035,2014-07-31,0000900075-16-000081,81510000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000759944,Citizens Financial Group,CFG,Financials,Regional Banks,2019,6491000000.0,Revenues,2.0,0.8194423047296256,2019-12-31,0000759944-22-000025,126000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000759944,Citizens Financial Group,CFG,Financials,Regional Banks,2018,6128000000.0,Revenues,3.0,0.8173955613577024,2018-12-31,0000759944-21-000034,232000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000036270,M&T Bank,MTB,Financials,Regional Banks,2022,8179000000.0,Revenues,2.0,0.8135468883726618,2022-12-31,0000950170-24-017990,214000000.0,PaymentsToAcquireProductiveAssets,,
0001666700,DuPont,DD,Industrials,Industrial Conglomerates,2017,62484000000.0,SalesRevenueNet,2.0,0.813200179245887,2017-12-31,0001666700-18-000009,551000000.0,PaymentsToAcquireProductiveAssets,657000000.0,ResearchAndDevelopmentExpense
0000759944,Citizens Financial Group,CFG,Financials,Regional Banks,2024,7809000000.0,Revenues,2.0,0.8036880522474068,2024-12-31,0000759944-26-000028,122000000.0,PaymentsForProceedsFromProductiveAssets,,
0000759944,Citizens Financial Group,CFG,Financials,Regional Banks,2025,8247000000.0,Revenues,2.0,0.8017460894870863,2025-12-31,0000759944-26-000028,174000000.0,PaymentsForProceedsFromProductiveAssets,,
0000759944,Citizens Financial Group,CFG,Financials,Regional Banks,2021,6647000000.0,Revenues,2.0,0.8006619527606439,2021-12-31,0000759944-24-000039,124000000.0,PaymentsForProceedsFromProductiveAssets,,
0000091576,KeyCorp,KEY,Financials,Regional Banks,2019,6400000000.0,Revenues,2.0,0.7965625000000001,2019-12-31,0000091576-22-000029,85000000.0,PaymentsToAcquireProductiveAssets,,
0000091576,KeyCorp,KEY,Financials,Regional Banks,2018,6455000000.0,Revenues,2.0,0.7961270333075136,2018-12-31,0000091576-21-000044,99000000.0,PaymentsToAcquireProductiveAssets,,
0001283699,T-Mobile US,TMUS,Communication Services,Wireless Telecommunication Services,2015,32467000000.0,Revenues,2.0,0.7930822065481874,2015-12-31,0001283699-18-000011,4724000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000765880,Healthpeak Properties,DOC,Real Estate,Health Care REITs,2024,2700449000.0,Revenues,2.0,0.789488710951401,2024-12-31,0001628280-26-005044,736763000.0,PaymentsToAcquireProductiveAssets,,
0000091576,KeyCorp,KEY,Financials,Regional Banks,2020,6715000000.0,Revenues,2.0,0.7873417721518987,2020-12-31,0000091576-23-000026,63000000.0,PaymentsToAcquireProductiveAssets,,
0000765880,Healthpeak Properties,DOC,Real Estate,Health Care REITs,2025,2822512000.0,Revenues,2.0,0.7860101214804401,2025-12-31,0001628280-26-005044,894949000.0,PaymentsToAcquireProductiveAssets,,
0001067701,United Rentals,URI,Industrials,Trading Companies & Distributors,2022,11642000000.0,Revenues,2.0,0.7851743686651778,2022-12-31,0001067701-25-000008,3690000000.0,PaymentsToAcquireProductiveAssets,,
0000091576,KeyCorp,KEY,Financials,Regional Banks,2022,7272000000.0,Revenues,2.0,0.7808030803080308,2022-12-31,0000091576-25-000038,96000000.0,PaymentsToAcquireProductiveAssets,,
0001067701,United Rentals,URI,Industrials,Trading Companies & Distributors,2019,9351000000.0,Revenues,2.0,0.7793818842904502,2019-12-31,0001067701-22-000008,218000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000091576,KeyCorp,KEY,Financials,Regional Banks,2023,6413000000.0,Revenues,2.0,0.7762357710899734,2023-12-31,0001628280-26-010546,142000000.0,PaymentsToAcquireProductiveAssets,,
0000060086,Loews Corporation,L,Financials,Multi-line Insurance,2020,12583000000.0,Revenues,2.0,0.7758881029961059,2020-12-31,0000060086-23-000025,710000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001067701,United Rentals,URI,Industrials,Trading Companies & Distributors,2025,16099000000.0,Revenues,2.0,0.7704826386732095,2025-12-31,0001067701-26-000007,,,,
0001283699,T-Mobile US,TMUS,Communication Services,Wireless Telecommunication Services,2014,29564000000.0,Revenues,2.0,0.7703626031660127,2014-12-31,0001283699-17-000010,4317000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001283699,T-Mobile US,TMUS,Communication Services,Wireless Telecommunication Services,2017,40604000000.0,Revenues,3.0,0.7691114175943257,2017-12-31,0001283699-18-000011,5237000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001067701,United Rentals,URI,Industrials,Trading Companies & Distributors,2021,9716000000.0,Revenues,2.0,0.76780568135035,2021-12-31,0001067701-24-000007,3198000000.0,PaymentsToAcquireProductiveAssets,,
0001283699,T-Mobile US,TMUS,Communication Services,Wireless Telecommunication Services,2016,37490000000.0,Revenues,3.0,0.7672179247799413,2016-12-31,0001283699-18-000011,4702000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0000091576,KeyCorp,KEY,Financials,Regional Banks,2025,7513000000.0,Revenues,2.0,0.767203513909224,2025-12-31,0001628280-26-010546,107000000.0,PaymentsToAcquireProductiveAssets,,
0001067701,United Rentals,URI,Industrials,Trading Companies & Distributors,2020,8530000000.0,Revenues,2.0,0.7662368112543962,2020-12-31,0001067701-23-000010,197000000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001067701,United Rentals,URI,Industrials,Trading Companies & Distributors,2024,15345000000.0,Revenues,2.0,0.7661779081133919,2024-12-31,0001067701-26-000007,4130000000.0,PaymentsToAcquireProductiveAssets,,
0000796343,Adobe Inc.,ADBE,Information Technology,Application Software,2015,4795511000.0,Revenues,2.0,0.7653751602279715,2015-11-27,0000796343-18-000015,184936000.0,PaymentsToAcquirePropertyPlantAndEquipment,,
0001067701,United Rentals,URI,Industrials,Trading Companies & Distributors,2023,14332000000.0,Revenues,2.0,0.7631174993022607,2023-12-31,0001067701-26-000007,3864000000.0,PaymentsToAcquireProductiveAssets,,
0000765880,Healthpeak Properties,DOC,Real Estate,Health Care REITs,2022,2061178000.0,Revenues,2.0,0.7598776039720975,2022-12-31,0001628280-25-003748,961994000.0,PaymentsToAcquireProductiveAssets,,
0001996862,Bunge Global,BG,Consumer Staples,Agricultural Products & Services,2025,70329000000.0,Revenues,2.0,0.7590752036855352,2025-12-31,0001628280-26-009842,1723000000.0,PaymentsToAcquirePropertyPlantAndEquipment,28000000.0,ResearchAndDevelopmentExpense
0000765880,Healthpeak Properties,DOC,Real Estate,Health Care REITs,2023,2181003000.0,Revenues,2.0,0.7581768571615903,2023-12-31,0001628280-26-005044,774561000.0,PaymentsToAcquireProductiveAssets,,
0000765880,Healthpeak Properties,DOC,Real Estate,Health Care REITs,2021,1896184000.0,Revenues,2.0,0.7514349873219055,2021-12-31,0001628280-24-004094,759720000.0,PaymentsToAcquireProductiveAssets,,
0000091576,KeyCorp,KEY,Financials,Regional Banks,2021,7292000000.0,Revenues,2.0,0.75,2021-12-31,0000091576-24-000040,66000000.0,PaymentsToAcquireProductiveAssets,,
0000045012,Halliburton,HAL,Energy,Oil & Gas Equipment & Services,2017,20620000000.0,SalesRevenueNet,3.0,0.7472356935014549,2017-12-31,0000045012-18-000059,1373000000.0,PaymentsToAcquireProductiveAssets,360000000.0,ResearchAndDevelopmentExpense
0000045012,Halliburton,HAL,Energy,Oil & Gas Equipment & Services,2014,32870000000.0,SalesRevenueNet,2.0,0.7464253118344996,2014-12-31,0000045012-17-000047,3283000000.0,PaymentsToAcquireProductiveAssets,601000000.0,ResearchAndDevelopmentExpense
