cik,nom,metrique,annee_recente,valeur_recente,debut_recent,fin_recent,depot_recent,source_recente,etiquette_recente,perimetre_id,base_annees,base_n,base_moyenne,base_periodes,base_repli,base_observations,multiple,statut_comparaison,motif
0000002488,Advanced Micro Devices,chiffre_affaires,2025,34639000000.0,2024-12-29,2025-12-27,0000002488-26-000018,https://www.sec.gov/Archives/edgar/data/2488/000000248826000018/0000002488-26-000018-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0000002488:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2018;2019,2,6603000000.0,2017-12-31/2018-12-29;2018-12-30/2019-12-28,False,"[{""annee"": 2018, ""valeur"": 6475000000.0, ""debut"": ""2017-12-31"", ""fin"": ""2018-12-29"", ""depot"": ""0001628280-21-001185"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/2488/000162828021001185/0001628280-21-001185-index.htm"", ""perimetre_id"": ""0000002488:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 6731000000.0, ""debut"": ""2018-12-30"", ""fin"": ""2019-12-28"", ""depot"": ""0000002488-22-000016"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/2488/000000248822000016/0000002488-22-000016-index.htm"", ""perimetre_id"": ""0000002488:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",5.245948811146449,comparable_sur_reference,
0000002488,Advanced Micro Devices,capex,2025,974000000.0,2024-12-29,2025-12-27,0000002488-26-000018,https://www.sec.gov/Archives/edgar/data/2488/000000248826000018/0000002488-26-000018-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0000002488:capex:PaymentsToAcquirePropertyPlantAndEquipment,,0,,,False,[],,recent_non_reconcilie,Postes de dépenses non équivalents ; préférence non réconciliée
0000002488,Advanced Micro Devices,rd,2025,8091000000.0,2024-12-29,2025-12-27,0000002488-26-000018,https://www.sec.gov/Archives/edgar/data/2488/000000248826000018/0000002488-26-000018-index.htm,ResearchAndDevelopmentExpense,0000002488:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,1392333333.3333333,2017-01-01/2017-12-30;2017-12-31/2018-12-29;2018-12-30/2019-12-28,False,"[{""annee"": 2017, ""valeur"": 1196000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-30"", ""depot"": ""0000002488-20-000008"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/2488/000000248820000008/0000002488-20-000008-index.htm"", ""perimetre_id"": ""0000002488:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 1434000000.0, ""debut"": ""2017-12-31"", ""fin"": ""2018-12-29"", ""depot"": ""0001628280-21-001185"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/2488/000162828021001185/0001628280-21-001185-index.htm"", ""perimetre_id"": ""0000002488:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 1547000000.0, ""debut"": ""2018-12-30"", ""fin"": ""2019-12-28"", ""depot"": ""0000002488-22-000016"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/2488/000000248822000016/0000002488-22-000016-index.htm"", ""perimetre_id"": ""0000002488:rd:ResearchAndDevelopmentExpense""}]",5.8111084510414175,comparable_sur_reference,
0000004127,Skyworks Solutions,chiffre_affaires,2025,4086900000.0,2024-09-28,2025-10-03,0000004127-25-000085,https://www.sec.gov/Archives/edgar/data/4127/000000412725000085/0000004127-25-000085-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0000004127:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2017;2018;2019,3,3632066666.6666665,2016-10-01/2017-09-29;2017-09-30/2018-09-28;2018-09-29/2019-09-27,False,"[{""annee"": 2017, ""valeur"": 3651400000.0, ""debut"": ""2016-10-01"", ""fin"": ""2017-09-29"", ""depot"": ""0000004127-19-000049"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4127/000000412719000049/0000004127-19-000049-index.htm"", ""perimetre_id"": ""0000004127:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2018, ""valeur"": 3868000000.0, ""debut"": ""2017-09-30"", ""fin"": ""2018-09-28"", ""depot"": ""0000004127-20-000058"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4127/000000412720000058/0000004127-20-000058-index.htm"", ""perimetre_id"": ""0000004127:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 3376800000.0, ""debut"": ""2018-09-29"", ""fin"": ""2019-09-27"", ""depot"": ""0000004127-21-000058"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4127/000000412721000058/0000004127-21-000058-index.htm"", ""perimetre_id"": ""0000004127:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",1.1252271434077936,comparable_sur_reference,
0000004127,Skyworks Solutions,capex,2025,195000000.0,2024-09-28,2025-10-03,0000004127-25-000085,https://www.sec.gov/Archives/edgar/data/4127/000000412725000085/0000004127-25-000085-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0000004127:capex:PaymentsToAcquirePropertyPlantAndEquipment,2018;2019,2,410350000.0,2017-09-30/2018-09-28;2018-09-29/2019-09-27,False,"[{""annee"": 2018, ""valeur"": 422300000.0, ""debut"": ""2017-09-30"", ""fin"": ""2018-09-28"", ""depot"": ""0000004127-20-000058"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4127/000000412720000058/0000004127-20-000058-index.htm"", ""perimetre_id"": ""0000004127:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 398400000.0, ""debut"": ""2018-09-29"", ""fin"": ""2019-09-27"", ""depot"": ""0000004127-21-000058"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4127/000000412721000058/0000004127-21-000058-index.htm"", ""perimetre_id"": ""0000004127:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",0.4752040940660412,comparable_sur_reference,
0000004127,Skyworks Solutions,rd,2025,785500000.0,2024-09-28,2025-10-03,0000004127-25-000085,https://www.sec.gov/Archives/edgar/data/4127/000000412725000085/0000004127-25-000085-index.htm,ResearchAndDevelopmentExpense,0000004127:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,394600000.0,2016-10-01/2017-09-29;2017-09-30/2018-09-28;2018-09-29/2019-09-27,False,"[{""annee"": 2017, ""valeur"": 355200000.0, ""debut"": ""2016-10-01"", ""fin"": ""2017-09-29"", ""depot"": ""0000004127-19-000049"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4127/000000412719000049/0000004127-19-000049-index.htm"", ""perimetre_id"": ""0000004127:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 404500000.0, ""debut"": ""2017-09-30"", ""fin"": ""2018-09-28"", ""depot"": ""0000004127-20-000058"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4127/000000412720000058/0000004127-20-000058-index.htm"", ""perimetre_id"": ""0000004127:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 424100000.0, ""debut"": ""2018-09-29"", ""fin"": ""2019-09-27"", ""depot"": ""0000004127-21-000058"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4127/000000412721000058/0000004127-21-000058-index.htm"", ""perimetre_id"": ""0000004127:rd:ResearchAndDevelopmentExpense""}]",1.9906234161175875,comparable_sur_reference,
0000004281,Howmet Aerospace,chiffre_affaires,2025,8252000000.0,2025-01-01,2025-12-31,0000004281-26-000012,https://www.sec.gov/Archives/edgar/data/4281/000000428126000012/0000004281-26-000012-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,HWM:activites_poursuivies,2018;2019,2,6938000000.0,2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2018, ""valeur"": 6778000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000004281-21-000049"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4281/000000428121000049/0000004281-21-000049-index.htm"", ""perimetre_id"": ""HWM:activites_poursuivies""}, {""annee"": 2019, ""valeur"": 7098000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000004281-22-000004"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4281/000000428122000004/0000004281-22-000004-index.htm"", ""perimetre_id"": ""HWM:activites_poursuivies""}]",1.1893917555491496,comparable_sur_reference,Périmètre délimité par HWM-RESULTAT
0000004281,Howmet Aerospace,capex,2025,453000000.0,2025-01-01,2025-12-31,0000004281-26-000012,https://www.sec.gov/Archives/edgar/data/4281/000000428126000012/0000004281-26-000012-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,HWM:post_scission_flux,2021;2022,2,196000000.0,2021-01-01/2021-12-31;2022-01-01/2022-12-31,True,"[{""annee"": 2021, ""valeur"": 199000000.0, ""debut"": ""2021-01-01"", ""fin"": ""2021-12-31"", ""depot"": ""0000004281-24-000007"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4281/000000428124000007/0000004281-24-000007-index.htm"", ""perimetre_id"": ""HWM:post_scission_flux""}, {""annee"": 2022, ""valeur"": 193000000.0, ""debut"": ""2022-01-01"", ""fin"": ""2022-12-31"", ""depot"": ""0000004281-25-000011"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4281/000000428125000011/0000004281-25-000011-index.htm"", ""perimetre_id"": ""HWM:post_scission_flux""}]",2.311224489795918,comparable_sur_repli,Périmètre délimité par HWM-FLUX
0000004281,Howmet Aerospace,rd,2025,37000000.0,2025-01-01,2025-12-31,0000004281-26-000012,https://www.sec.gov/Archives/edgar/data/4281/000000428126000012/0000004281-26-000012-index.htm,ResearchAndDevelopmentExpense,HWM:activites_poursuivies,2018;2019,2,34500000.0,2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2018, ""valeur"": 41000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000004281-21-000049"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4281/000000428121000049/0000004281-21-000049-index.htm"", ""perimetre_id"": ""HWM:activites_poursuivies""}, {""annee"": 2019, ""valeur"": 28000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000004281-22-000004"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4281/000000428122000004/0000004281-22-000004-index.htm"", ""perimetre_id"": ""HWM:activites_poursuivies""}]",1.0724637681159421,comparable_sur_reference,Périmètre délimité par HWM-RESULTAT
0000004904,American Electric Power,chiffre_affaires,2025,21876000000.0,2025-01-01,2025-12-31,0000004904-26-000013,https://www.sec.gov/Archives/edgar/data/4904/000000490426000013/0000004904-26-000013-index.htm,Revenues,0000004904:chiffre_affaires:Revenues,,0,,,False,[],,recent_non_reconcilie,Montants de revenu différents sans rapprochement ; maximum conservé comme candidat ; Changement d'étiquette ; comparaison inter-étiquettes non autorisée sans rapprochement
0000004904,American Electric Power,capex,2025,8453000000.0,2025-01-01,2025-12-31,0000004904-26-000013,https://www.sec.gov/Archives/edgar/data/4904/000000490426000013/0000004904-26-000013-index.htm,PaymentsForConstructionInProcess,0000004904:capex:PaymentsForConstructionInProcess,2017;2018;2019,3,6017866666.666667,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 5691300000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000004904-20-000007"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4904/000000490420000007/0000004904-20-000007-index.htm"", ""perimetre_id"": ""0000004904:capex:PaymentsForConstructionInProcess""}, {""annee"": 2018, ""valeur"": 6310900000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000004904-21-000010"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4904/000000490421000010/0000004904-21-000010-index.htm"", ""perimetre_id"": ""0000004904:capex:PaymentsForConstructionInProcess""}, {""annee"": 2019, ""valeur"": 6051400000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000004904-22-000024"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4904/000000490422000024/0000004904-22-000024-index.htm"", ""perimetre_id"": ""0000004904:capex:PaymentsForConstructionInProcess""}]",1.4046505960030131,comparable_sur_reference,Je mesure les dépenses de construction. Le tableau de flux distingue Construction Expenditures (8453 M$ en 2025) d'Acquisitions of Generation Facilities (3453 M$). Je ne les fusionne pas et je n'appelle pas cette série total de toutes les acquisitions.
0000004904,American Electric Power,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0000006281,Analog Devices,chiffre_affaires,2025,11019707000.0,2024-11-03,2025-11-01,0000006281-25-000153,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/0000006281-25-000153-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0000006281:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2019;2020,2,5797060500.0,2018-11-04/2019-11-02;2019-11-03/2020-10-31,True,"[{""annee"": 2019, ""valeur"": 5991065000.0, ""debut"": ""2018-11-04"", ""fin"": ""2019-11-02"", ""depot"": ""0000006281-21-000294"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/6281/000000628121000294/0000006281-21-000294-index.htm"", ""perimetre_id"": ""0000006281:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2020, ""valeur"": 5603056000.0, ""debut"": ""2019-11-03"", ""fin"": ""2020-10-31"", ""depot"": ""0000006281-22-000250"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/6281/000000628122000250/0000006281-22-000250-index.htm"", ""perimetre_id"": ""0000006281:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",1.9009128850733918,comparable_sur_repli,
0000006281,Analog Devices,capex,2025,533552000.0,2024-11-03,2025-11-01,0000006281-25-000153,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/0000006281-25-000153-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0000006281:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,244782000.0,2016-10-30/2017-10-28;2017-10-29/2018-11-03;2018-11-04/2019-11-02,False,"[{""annee"": 2017, ""valeur"": 204098000.0, ""debut"": ""2016-10-30"", ""fin"": ""2017-10-28"", ""depot"": ""0000006281-19-000144"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/6281/000000628119000144/0000006281-19-000144-index.htm"", ""perimetre_id"": ""0000006281:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 254876000.0, ""debut"": ""2017-10-29"", ""fin"": ""2018-11-03"", ""depot"": ""0000006281-20-000156"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/6281/000000628120000156/0000006281-20-000156-index.htm"", ""perimetre_id"": ""0000006281:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 275372000.0, ""debut"": ""2018-11-04"", ""fin"": ""2019-11-02"", ""depot"": ""0000006281-21-000294"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/6281/000000628121000294/0000006281-21-000294-index.htm"", ""perimetre_id"": ""0000006281:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",2.1797027559215953,comparable_sur_reference,
0000006281,Analog Devices,rd,2025,1766001000.0,2024-11-03,2025-11-01,0000006281-25-000153,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/0000006281-25-000153-index.htm,ResearchAndDevelopmentExpense,0000006281:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,1087842666.6666667,2016-10-30/2017-10-28;2017-10-29/2018-11-03;2018-11-04/2019-11-02,False,"[{""annee"": 2017, ""valeur"": 968133000.0, ""debut"": ""2016-10-30"", ""fin"": ""2017-10-28"", ""depot"": ""0000006281-19-000144"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/6281/000000628119000144/0000006281-19-000144-index.htm"", ""perimetre_id"": ""0000006281:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 1165047000.0, ""debut"": ""2017-10-29"", ""fin"": ""2018-11-03"", ""depot"": ""0000006281-20-000156"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/6281/000000628120000156/0000006281-20-000156-index.htm"", ""perimetre_id"": ""0000006281:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 1130348000.0, ""debut"": ""2018-11-04"", ""fin"": ""2019-11-02"", ""depot"": ""0000006281-21-000294"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/6281/000000628121000294/0000006281-21-000294-index.htm"", ""perimetre_id"": ""0000006281:rd:ResearchAndDevelopmentExpense""}]",1.623397439825857,comparable_sur_reference,
0000006951,Applied Materials,chiffre_affaires,2025,28368000000.0,2024-10-28,2025-10-26,0001628280-25-056742,https://www.sec.gov/Archives/edgar/data/6951/000162828025056742/0001628280-25-056742-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0000006951:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2018;2019,2,15656500000.0,2017-10-30/2018-10-28;2018-10-29/2019-10-27,False,"[{""annee"": 2018, ""valeur"": 16705000000.0, ""debut"": ""2017-10-30"", ""fin"": ""2018-10-28"", ""depot"": ""0000006951-20-000048"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/6951/000000695120000048/0000006951-20-000048-index.htm"", ""perimetre_id"": ""0000006951:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 14608000000.0, ""debut"": ""2018-10-29"", ""fin"": ""2019-10-27"", ""depot"": ""0000006951-21-000043"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/6951/000000695121000043/0000006951-21-000043-index.htm"", ""perimetre_id"": ""0000006951:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",1.8118992111902406,comparable_sur_reference,
0000006951,Applied Materials,capex,2025,2260000000.0,2024-10-28,2025-10-26,0001628280-25-056742,https://www.sec.gov/Archives/edgar/data/6951/000162828025056742/0001628280-25-056742-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0000006951:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,469333333.3333333,2016-10-31/2017-10-29;2017-10-30/2018-10-28;2018-10-29/2019-10-27,False,"[{""annee"": 2017, ""valeur"": 345000000.0, ""debut"": ""2016-10-31"", ""fin"": ""2017-10-29"", ""depot"": ""0000006951-19-000046"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/6951/000000695119000046/0000006951-19-000046-index.htm"", ""perimetre_id"": ""0000006951:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 622000000.0, ""debut"": ""2017-10-30"", ""fin"": ""2018-10-28"", ""depot"": ""0000006951-20-000048"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/6951/000000695120000048/0000006951-20-000048-index.htm"", ""perimetre_id"": ""0000006951:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 441000000.0, ""debut"": ""2018-10-29"", ""fin"": ""2019-10-27"", ""depot"": ""0000006951-21-000043"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/6951/000000695121000043/0000006951-21-000043-index.htm"", ""perimetre_id"": ""0000006951:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",4.815340909090909,comparable_sur_reference,
0000006951,Applied Materials,rd,2025,3570000000.0,2024-10-28,2025-10-26,0001628280-25-056742,https://www.sec.gov/Archives/edgar/data/6951/000162828025056742/0001628280-25-056742-index.htm,ResearchAndDevelopmentExpense,0000006951:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,1952333333.3333333,2016-10-31/2017-10-29;2017-10-30/2018-10-28;2018-10-29/2019-10-27,False,"[{""annee"": 2017, ""valeur"": 1781000000.0, ""debut"": ""2016-10-31"", ""fin"": ""2017-10-29"", ""depot"": ""0000006951-19-000046"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/6951/000000695119000046/0000006951-19-000046-index.htm"", ""perimetre_id"": ""0000006951:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 2022000000.0, ""debut"": ""2017-10-30"", ""fin"": ""2018-10-28"", ""depot"": ""0000006951-20-000048"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/6951/000000695120000048/0000006951-20-000048-index.htm"", ""perimetre_id"": ""0000006951:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 2054000000.0, ""debut"": ""2018-10-29"", ""fin"": ""2019-10-27"", ""depot"": ""0000006951-21-000043"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/6951/000000695121000043/0000006951-21-000043-index.htm"", ""perimetre_id"": ""0000006951:rd:ResearchAndDevelopmentExpense""}]",1.828581184906949,comparable_sur_reference,
0000018230,Caterpillar Inc.,chiffre_affaires,2025,67589000000.0,2025-01-01,2025-12-31,0000018230-26-000008,https://www.sec.gov/Archives/edgar/data/18230/000001823026000008/0000018230-26-000008-index.htm,Revenues,0000018230:chiffre_affaires:Revenues,2018;2019,2,54261000000.0,2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2018, ""valeur"": 54722000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000018230-21-000063"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/18230/000001823021000063/0000018230-21-000063-index.htm"", ""perimetre_id"": ""0000018230:chiffre_affaires:Revenues""}, {""annee"": 2019, ""valeur"": 53800000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000018230-22-000050"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/18230/000001823022000050/0000018230-22-000050-index.htm"", ""perimetre_id"": ""0000018230:chiffre_affaires:Revenues""}]",1.2456276146772083,comparable_sur_reference,
0000018230,Caterpillar Inc.,capex,2025,2821000000.0,2025-01-01,2025-12-31,0000018230-26-000008,https://www.sec.gov/Archives/edgar/data/18230/000001823026000008/0000018230-26-000008-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0000018230:capex:PaymentsToAcquirePropertyPlantAndEquipment,2018;2019,2,1166000000.0,2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2018, ""valeur"": 1276000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000018230-21-000063"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/18230/000001823021000063/0000018230-21-000063-index.htm"", ""perimetre_id"": ""0000018230:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 1056000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000018230-22-000050"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/18230/000001823022000050/0000018230-22-000050-index.htm"", ""perimetre_id"": ""0000018230:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",2.4193825042881647,comparable_sur_reference,
0000018230,Caterpillar Inc.,rd,2025,2148000000.0,2025-01-01,2025-12-31,0000018230-26-000008,https://www.sec.gov/Archives/edgar/data/18230/000001823026000008/0000018230-26-000008-index.htm,ResearchAndDevelopmentExpense,0000018230:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,1795000000.0,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 1842000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000018230-20-000056"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/18230/000001823020000056/0000018230-20-000056-index.htm"", ""perimetre_id"": ""0000018230:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 1850000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000018230-21-000063"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/18230/000001823021000063/0000018230-21-000063-index.htm"", ""perimetre_id"": ""0000018230:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 1693000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000018230-22-000050"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/18230/000001823022000050/0000018230-22-000050-index.htm"", ""perimetre_id"": ""0000018230:rd:ResearchAndDevelopmentExpense""}]",1.196657381615599,comparable_sur_reference,
0000024741,Corning Inc.,chiffre_affaires,2025,15629000000.0,2025-01-01,2025-12-31,0000024741-26-000124,https://www.sec.gov/Archives/edgar/data/24741/000002474126000124/0000024741-26-000124-index.htm,Revenues,0000024741:chiffre_affaires:Revenues,2017;2018;2019,3,10969666666.666666,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 10116000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000024741-20-000014"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/24741/000002474120000014/0000024741-20-000014-index.htm"", ""perimetre_id"": ""0000024741:chiffre_affaires:Revenues""}, {""annee"": 2018, ""valeur"": 11290000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001562762-21-000023"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/24741/000156276221000023/0001562762-21-000023-index.htm"", ""perimetre_id"": ""0000024741:chiffre_affaires:Revenues""}, {""annee"": 2019, ""valeur"": 11503000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001437749-22-003247"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/24741/000143774922003247/0001437749-22-003247-index.htm"", ""perimetre_id"": ""0000024741:chiffre_affaires:Revenues""}]",1.4247470296879274,comparable_sur_reference,
0000024741,Corning Inc.,capex,2025,1282000000.0,2025-01-01,2025-12-31,0000024741-26-000124,https://www.sec.gov/Archives/edgar/data/24741/000002474126000124/0000024741-26-000124-index.htm,PaymentsForCapitalImprovements,0000024741:capex:PaymentsForCapitalImprovements,2020;2021,2,1507000000.0,2020-01-01/2020-12-31;2021-01-01/2021-12-31,True,"[{""annee"": 2020, ""valeur"": 1377000000.0, ""debut"": ""2020-01-01"", ""fin"": ""2020-12-31"", ""depot"": ""0001437749-23-003123"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/24741/000143774923003123/0001437749-23-003123-index.htm"", ""perimetre_id"": ""0000024741:capex:PaymentsForCapitalImprovements""}, {""annee"": 2021, ""valeur"": 1637000000.0, ""debut"": ""2021-01-01"", ""fin"": ""2021-12-31"", ""depot"": ""0001437749-24-003735"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/24741/000143774924003735/0001437749-24-003735-index.htm"", ""perimetre_id"": ""0000024741:capex:PaymentsForCapitalImprovements""}]",0.8506967485069675,comparable_sur_repli,
