cik,nom,symboles,secteur,canal,degre,annee_recente,fin_exercice_recent,ca_md,mult_ventes,base_annees_ventes,base_periodes_ventes,base_n_ventes,base_repli_ventes,statut_ventes,fin_ventes,source_ventes,capex_md,mult_capex,base_annees_capex,base_periodes_capex,base_n_capex,base_repli_capex,statut_capex,fin_capex,source_capex,rd_md,mult_recherche,base_annees_recherche,base_periodes_recherche,base_n_recherche,base_repli_recherche,statut_recherche,fin_recherche,source_recherche,nb_multiples,couverture_comptes,motif_couverture,base_repli_utilisee,mult_depenses,corroboration
0000073309,Nucor,NUE,Materials,fournit,non_quantifie,2025,2025-12-31,32.494,1.4354897683693049,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/73309/000119312526071575/0001193125-26-071575-index.htm,3.422,3.52980130856398,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/73309/000119312526071575/0001193125-26-071575-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,,3.52980130856398,doublement observe
0001045810,Nvidia,NVDA,Information Technology,vend,non_quantifie,2025,2026-01-25,215.938,20.026400395696797,2017;2018;2019,2017-01-30/2018-01-28;2018-01-29/2019-01-27;2019-01-28/2020-01-26,3,,comparable_sur_reference,2026-01-25,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/0001045810-26-000021-index.htm,6.042,4.30188679245283,2021;2022,2021-02-01/2022-01-30;2022-01-31/2023-01-29,2,oui,comparable_sur_repli,2026-01-25,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/0001045810-26-000021-index.htm,18.497,7.925021422450729,2017;2018;2019,2017-01-30/2018-01-28;2018-01-29/2019-01-27;2019-01-28/2020-01-26,3,,comparable_sur_reference,2026-01-25,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/0001045810-26-000021-index.htm,3,trois mesures comparables,,oui,7.925021422450729,doublement observe
0001341439,Oracle Corporation,ORCL,Information Technology,depense et vend,non_quantifie,2025,2026-05-31,67.357,1.7130903634375239,2017;2018;2019,2017-06-01/2018-05-31;2018-06-01/2019-05-31;2019-06-01/2020-05-31,3,,comparable_sur_reference,2026-05-31,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/0001193125-26-277521-index.htm,55.663,33.6671370967742,2017;2018;2019,2017-06-01/2018-05-31;2018-06-01/2019-05-31;2019-06-01/2020-05-31,3,,comparable_sur_reference,2026-05-31,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/0001193125-26-277521-index.htm,10.272,1.6953292622544975,2017;2018;2019,2017-06-01/2018-05-31;2018-06-01/2019-05-31;2019-06-01/2020-05-31,3,,comparable_sur_reference,2026-05-31,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/0001193125-26-277521-index.htm,3,trois mesures comparables,,,33.6671370967742,doublement observe
0000764622,Pinnacle West Capital,PNW,Utilities,fournit,non_quantifie,2025,2025-12-31,5.339939,1.4910916032154333,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/764622/000076462226000011/0000764622-26-000011-index.htm,2.624618,2.083917753328799,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/764622/000076462226000011/0000764622-26-000011-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,,2.083917753328799,doublement observe
0001045609,Prologis,PLD,Real Estate,fournit,non_quantifie,2025,2025-12-31,8.790127,3.0126546805032763,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1045609/000119312526051453/0001193125-26-051453-index.htm,2.78126,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/1045609/000119312526051453/0001193125-26-051453-index.htm,,,,,0,,valeur_recente_manquante,,,1,observation partielle,capex: recent_non_reconcilie ; rd: valeur_recente_manquante,,,doublement observe
0001050915,Quanta Services,PWR,Industrials,fournit,non_quantifie,2025,2025-12-31,28.479697,2.6088229045362796,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1050915/000105091526000006/0001050915-26-000006-index.htm,0.609154,2.2843046569534304,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1050915/000105091526000006/0001050915-26-000006-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,,2.2843046569534304,doublement observe
0000726728,Realty Income,O,Real Estate,fournit,non_quantifie,2025,2025-12-31,5.749377,3.6675716450043856,2019;2020,2019-01-01/2019-12-31;2020-01-01/2020-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/726728/000072672826000011/0000726728-26-000011-index.htm,0.1318,8.175164371666046,2019;2020,2019-01-01/2019-12-31;2020-01-01/2020-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/726728/000072672826000011/0000726728-26-000011-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,oui,8.175164371666046,doublement observe
0002023554,Sandisk,SNDK,Information Technology,vend,non_quantifie,2025,2026-07-03,20.248,3.1764059926268726,2022;2023,2022-07-02/2023-06-30;2023-07-01/2024-06-28,2,oui,comparable_sur_repli,2026-07-03,https://www.sec.gov/Archives/edgar/data/2023554/000162828026057406/0001628280-26-057406-index.htm,0.177,0.9194805194805195,2022;2023,2022-07-02/2023-06-30;2023-07-01/2024-06-28,2,oui,comparable_sur_repli,2026-07-03,https://www.sec.gov/Archives/edgar/data/2023554/000162828026057406/0001628280-26-057406-index.htm,1.328,1.1921005385996408,2022;2023,2022-07-02/2023-06-30;2023-07-01/2024-06-28,2,oui,comparable_sur_repli,2026-07-03,https://www.sec.gov/Archives/edgar/data/2023554/000162828026057406/0001628280-26-057406-index.htm,3,trois mesures comparables,,oui,1.1921005385996408,doublement observe
0001032208,Sempra,SRE,Utilities,fournit,non_quantifie,2025,2025-12-31,13.702,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/1032208/000103220826000010/0001032208-26-000010-index.htm,10.612,2.905539837546774,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1032208/000103220826000010/0001032208-26-000010-index.htm,,,,,0,,valeur_recente_manquante,,,1,observation partielle,chiffre_affaires: recent_non_reconcilie ; rd: valeur_recente_manquante,,2.905539837546774,doublement observe
0001022671,Steel Dynamics,STLD,Materials,fournit,non_quantifie,2025,2025-12-31,18.176581,0.893865210064396,2021;2022,2021-01-01/2021-12-31;2022-01-01/2022-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/1022671/000110465926021395/0001104659-26-021395-index.htm,0.948025,3.321469863477642,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1022671/000110465926021395/0001104659-26-021395-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,oui,3.321469863477642,doublement observe
0001375365,Supermicro,SMCI,Information Technology,vend,non_quantifie,2025,2026-06-30,39.063072,11.488989016123613,2017;2018;2019,2017-07-01/2018-06-30;2018-07-01/2019-06-30;2019-07-01/2020-06-30,3,,comparable_sur_reference,2026-06-30,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000022/0001375365-26-000022-index.htm,0.161999,5.169575900692472,2017;2018;2019,2017-07-01/2018-06-30;2018-07-01/2019-06-30;2019-07-01/2020-06-30,3,,comparable_sur_reference,2026-06-30,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000022/0001375365-26-000022-index.htm,0.771232,4.084273481038467,2017;2018;2019,2017-07-01/2018-06-30;2018-07-01/2019-06-30;2019-07-01/2020-06-30,3,,comparable_sur_reference,2026-06-30,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000022/0001375365-26-000022-index.htm,3,trois mesures comparables,,,5.169575900692472,doublement observe
0000883241,Synopsys,SNPS,Information Technology,fournit,non_quantifie,2025,2025-10-31,7.054178,2.298618430713859,2017;2018;2019,2016-11-01/2017-10-31;2017-11-01/2018-10-31;2018-11-01/2019-10-31,3,,comparable_sur_reference,2025-10-31,https://www.sec.gov/Archives/edgar/data/883241/000088324125000028/0000883241-25-000028-index.htm,0.169454,1.3835501982674392,2017;2018;2019,2016-11-01/2017-10-31;2017-11-01/2018-10-31;2018-11-01/2019-10-31,3,,comparable_sur_reference,2025-10-31,https://www.sec.gov/Archives/edgar/data/883241/000088324125000028/0000883241-25-000028-index.htm,2.479338,2.3759106495730045,2017;2018;2019,2016-11-01/2017-10-31;2017-11-01/2018-10-31;2018-11-01/2019-10-31,3,,comparable_sur_reference,2025-10-31,https://www.sec.gov/Archives/edgar/data/883241/000088324125000028/0000883241-25-000028-index.htm,3,trois mesures comparables,,,2.3759106495730045,doublement observe
0001094285,Teledyne Technologies,TDY,Information Technology,vend,non_quantifie,2025,2025-12-28,6.1154,2.1162506344299357,2017;2018;2019,2017-01-02/2017-12-31;2018-01-01/2018-12-30;2018-12-31/2019-12-29,3,,comparable_sur_reference,2025-12-28,https://www.sec.gov/Archives/edgar/data/1094285/000109428526000017/0001094285-26-000017-index.htm,0.1173,1.5057766367137355,2017;2018;2019,2017-01-02/2017-12-31;2018-01-01/2018-12-30;2018-12-31/2019-12-29,3,,comparable_sur_reference,2025-12-28,https://www.sec.gov/Archives/edgar/data/1094285/000109428526000017/0001094285-26-000017-index.htm,0.3173,0.8956951305575159,2022;2023,2022-01-03/2023-01-01;2023-01-02/2023-12-31,2,oui,comparable_sur_repli,2025-12-28,https://www.sec.gov/Archives/edgar/data/1094285/000109428526000017/0001094285-26-000017-index.htm,3,trois mesures comparables,,oui,1.5057766367137355,doublement observe
0001318605,"Tesla, Inc.",TSLA,Consumer Discretionary,depense,non_quantifie,2025,2025-12-31,94.827,1.4018849096352146,2021;2022,2021-01-01/2021-12-31;2022-01-01/2022-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/1318605/000162828026003952/0001628280-26-003952-index.htm,8.527,3.7382726874177994,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1318605/000162828026003952/0001628280-26-003952-index.htm,6.411,4.600095670892131,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1318605/000162828026003952/0001628280-26-003952-index.htm,3,trois mesures comparables,,oui,4.600095670892131,doublement observe
0000097476,Texas Instruments,TXN,Information Technology,vend,non_quantifie,2025,2025-12-31,17.682,1.1754564793476334,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/0000097476-26-000059-index.htm,4.55,5.10662177328844,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/0000097476-26-000059-index.htm,2.083,1.3552374756018217,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/0000097476-26-000059-index.htm,3,trois mesures comparables,,,5.10662177328844,doublement observe
0001811074,Texas Pacific Land Corporation,TPL,Energy,fournit,non_quantifie,2025,2025-12-31,0.79819,2.0189043853924797,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1811074/000181107426000018/0001811074-26-000018-index.htm,0.035951,3.298862176546155,2023;2024,2023-01-01/2023-12-31;2024-01-01/2024-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/1811074/000181107426000018/0001811074-26-000018-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,oui,3.298862176546155,doublement observe
0001674101,Vertiv,VRT,Industrials,fournit,non_quantifie,2025,2025-12-31,10.2299,2.1838462113206742,2020;2021,2020-01-01/2020-12-31;2021-01-01/2021-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/1674101/000167410126000008/0001674101-26-000008-index.htm,0.22,3.9215686274509802,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1674101/000167410126000008/0001674101-26-000008-index.htm,0.4417,2.065466448445172,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1674101/000167410126000008/0001674101-26-000008-index.htm,3,trois mesures comparables,,oui,3.9215686274509802,doublement observe
0001692819,Vistra Corp.,VST,Utilities,fournit,non_quantifie,2025,2025-12-31,17.738,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/1692819/000169281926000006/0001692819-26-000006-index.htm,2.752,6.084008843036109,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1692819/000169281926000006/0001692819-26-000006-index.htm,,,,,0,,valeur_recente_manquante,,,1,observation partielle,chiffre_affaires: recent_non_reconcilie ; rd: valeur_recente_manquante,,6.084008843036109,doublement observe
0000106040,Western Digital,WDC,Information Technology,vend,non_quantifie,2025,2026-07-03,12.919,2.0552020362710786,2022;2023,2022-07-02/2023-06-30;2023-07-01/2024-06-28,2,oui,comparable_sur_repli,2026-07-03,https://www.sec.gov/Archives/edgar/data/106040/000162828026057139/0001628280-26-057139-index.htm,0.418,0.905742145178765,2022;2023,2022-07-02/2023-06-30;2023-07-01/2024-06-28,2,oui,comparable_sur_repli,2026-07-03,https://www.sec.gov/Archives/edgar/data/106040/000162828026057139/0001628280-26-057139-index.htm,1.161,1.1993801652892562,2022;2023,2022-07-02/2023-06-30;2023-07-01/2024-06-28,2,oui,comparable_sur_repli,2026-07-03,https://www.sec.gov/Archives/edgar/data/106040/000162828026057139/0001628280-26-057139-index.htm,3,trois mesures comparables,,oui,1.1993801652892562,doublement observe
0000072903,Xcel Energy,XEL,Utilities,fournit,non_quantifie,2025,2025-12-31,14.669,1.276675369886858,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/72903/000007290326000009/0000072903-26-000009-index.htm,10.908,2.8639943987397167,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/72903/000007290326000009/0000072903-26-000009-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,,2.8639943987397167,doublement observe
0001176948,Ares Management,ARES,Financials,fournit,non_quantifie,2025,2025-12-31,5.601482,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/1176948/000162828026011413/0001628280-26-011413-index.htm,,,,,0,,valeur_recente_manquante,,,,,,,0,,valeur_recente_manquante,,,0,aucune comparaison,chiffre_affaires: recent_non_reconcilie ; capex: valeur_recente_manquante ; rd: valeur_recente_manquante,,,non evaluable
0001138118,CBRE Group,CBRE,Real Estate,fournit,non_quantifie,2025,2025-12-31,40.55,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/1138118/000113811826000005/0001138118-26-000005-index.htm,0.366,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/1138118/000113811826000005/0001138118-26-000005-index.htm,,,,,0,,valeur_recente_manquante,,,0,aucune comparaison,chiffre_affaires: recent_non_reconcilie ; capex: recent_non_reconcilie ; rd: valeur_recente_manquante,,,non evaluable
0000065984,Entergy,ETR,Utilities,fournit,non_quantifie,2025,2025-12-31,12.946686,,2024,2024-01-01/2024-12-31,1,oui,historique_comparable_insuffisant,2025-12-31,https://www.sec.gov/Archives/edgar/data/65984/000006598426000174/0000065984-26-000174-index.htm,7.684922,,2024,2024-01-01/2024-12-31,1,oui,historique_comparable_insuffisant,2025-12-31,https://www.sec.gov/Archives/edgar/data/65984/000006598426000174/0000065984-26-000174-index.htm,,,,,0,,valeur_recente_manquante,,,0,aucune comparaison,chiffre_affaires: historique_comparable_insuffisant ; capex: historique_comparable_insuffisant ; rd: valeur_recente_manquante,,,non evaluable
0001101239,Equinix,EQIX,Real Estate,fournit,non_quantifie,2025,2025-12-31,9.217,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/1101239/000110123926000032/0001101239-26-000032-index.htm,4.311,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/1101239/000110123926000032/0001101239-26-000032-index.htm,,,,,0,,valeur_recente_manquante,,,0,aucune comparaison,chiffre_affaires: recent_non_reconcilie ; capex: recent_non_reconcilie ; rd: valeur_recente_manquante,,,non evaluable
0001020569,Iron Mountain,IRM,Real Estate,fournit,non_quantifie,2025,2025-12-31,6.901737,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/1020569/000102056926000013/0001020569-26-000013-index.htm,2.271628,,2024,2024-01-01/2024-12-31,1,oui,historique_comparable_insuffisant,2025-12-31,https://www.sec.gov/Archives/edgar/data/1020569/000102056926000013/0001020569-26-000013-index.htm,,,,,0,,valeur_recente_manquante,,,0,aucune comparaison,chiffre_affaires: recent_non_reconcilie ; capex: historique_comparable_insuffisant ; rd: valeur_recente_manquante,,,non evaluable
0000107263,Williams Companies,WMB,Energy,fournit,non_quantifie,2025,2025-12-31,14.899,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/107263/000010726326000006/0000107263-26-000006-index.htm,4.893,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/107263/000010726326000006/0000107263-26-000006-index.htm,,,,,0,,valeur_recente_manquante,,,0,aucune comparaison,chiffre_affaires: recent_non_reconcilie ; capex: recent_non_reconcilie ; rd: valeur_recente_manquante,,,non evaluable
0000352541,Alliant Energy,LNT,Utilities,fournit,non_quantifie,2025,2025-12-31,4.362,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/352541/000035254126000007/0000352541-26-000007-index.htm,2.277,1.2038065027755749,2023;2024,2023-01-01/2023-12-31;2024-01-01/2024-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/352541/000035254126000007/0000352541-26-000007-index.htm,,,,,0,,valeur_recente_manquante,,,1,observation partielle,chiffre_affaires: recent_non_reconcilie ; rd: valeur_recente_manquante,oui,1.2038065027755749,progression inferieure au seuil
0001002910,Ameren,AEE,Utilities,fournit,non_quantifie,2025,2025-12-31,8.799,1.4365714285714286,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1002910/000100291026000009/0001002910-26-000009-index.htm,4.128,1.8134426709620735,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1002910/000100291026000009/0001002910-26-000009-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,,1.8134426709620735,progression inferieure au seuil
0000004904,American Electric Power,AEP,Utilities,fournit,non_quantifie,2025,2025-12-31,21.876,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/4904/000000490426000013/0000004904-26-000013-index.htm,8.453,1.4046505960030131,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/4904/000000490426000013/0000004904-26-000013-index.htm,,,,,0,,valeur_recente_manquante,,,1,observation partielle,chiffre_affaires: recent_non_reconcilie ; rd: valeur_recente_manquante,,1.4046505960030131,progression inferieure au seuil
0001053507,American Tower,AMT,Real Estate,fournit,non_quantifie,2025,2025-12-31,10.6446,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/1053507/000105350726000035/0001053507-26-000035-index.htm,1.6804,1.9732766855903479,2014;2015,2014-01-01/2014-12-31;2015-01-01/2015-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/1053507/000105350726000035/0001053507-26-000035-index.htm,,,,,0,,valeur_recente_manquante,,,1,observation partielle,chiffre_affaires: recent_non_reconcilie ; rd: valeur_recente_manquante,oui,1.9732766855903479,progression inferieure au seuil
0001037868,Ametek,AME,Industrials,fournit,non_quantifie,2025,2025-12-31,7.401116,1.1611888781155177,2022;2023,2022-01-01/2022-12-31;2023-01-01/2023-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/1037868/000103786826000016/0001037868-26-000016-index.htm,0.130248,1.5057804359219409,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1037868/000103786826000016/0001037868-26-000016-index.htm,0.2361,1.6346642049388413,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1037868/000103786826000016/0001037868-26-000016-index.htm,3,trois mesures comparables,,oui,1.6346642049388413,progression inferieure au seuil
0001701605,Baker Hughes,BKR,Energy,fournit,non_quantifie,2025,2025-12-31,27.733,1.1873274108958578,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1701605/000170160526000007/0001701605-26-000007-index.htm,1.273,1.316896551724138,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1701605/000170160526000007/0001701605-26-000007-index.htm,0.6,0.9533898305084745,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1701605/000170160526000007/0001701605-26-000007-index.htm,3,trois mesures comparables,,,1.316896551724138,progression inferieure au seuil
0001067983,Berkshire Hathaway,BRK.B,Financials,fournit,non_quantifie,2025,2025-12-31,371.444,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/1067983/000119312526083899/0001193125-26-083899-index.htm,20.927,1.486855816597196,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1067983/000119312526083899/0001193125-26-083899-index.htm,,,,,0,,valeur_recente_manquante,,,1,observation partielle,chiffre_affaires: recent_non_reconcilie ; rd: valeur_recente_manquante,,1.486855816597196,progression inferieure au seuil
0001402057,CDW Corporation,CDW,Information Technology,fournit,non_quantifie,2025,2025-12-31,22.4241,1.3085615748886146,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1402057/000140205726000011/0001402057-26-000011-index.htm,0.1171,0.8706319702602231,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1402057/000140205726000011/0001402057-26-000011-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,,0.8706319702602231,progression inferieure au seuil
0000849395,CRH plc,CRH,Materials,fournit,non_quantifie,2025,2025-12-31,37.447,1.209352645771771,2021;2022,2021-01-01/2021-12-31;2022-01-01/2022-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/849395/000162828026009043/0001628280-26-009043-index.htm,2.713,1.7634059148521286,2021;2022,2021-01-01/2021-12-31;2022-01-01/2022-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/849395/000162828026009043/0001628280-26-009043-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,oui,1.7634059148521286,progression inferieure au seuil
0001783180,Carrier Global,CARR,Industrials,fournit,non_quantifie,2025,2025-12-31,21.747,1.1591599594904323,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1783180/000178318026000008/0001783180-26-000008-index.htm,0.392,1.5494071146245059,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1783180/000178318026000008/0001783180-26-000008-index.htm,0.625,1.5605493133583022,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1783180/000178318026000008/0001783180-26-000008-index.htm,3,trois mesures comparables,,,1.5605493133583022,progression inferieure au seuil
0001130310,CenterPoint Energy,CNP,Utilities,fournit,non_quantifie,2025,2025-12-31,9.357,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/1130310/000113031026000008/0001130310-26-000008-index.htm,4.87,1.092663226385461,2023;2024,2023-01-01/2023-12-31;2024-01-01/2024-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/1130310/000113031026000008/0001130310-26-000008-index.htm,,,,,0,,valeur_recente_manquante,,,1,observation partielle,chiffre_affaires: recent_non_reconcilie ; rd: valeur_recente_manquante,oui,1.092663226385461,progression inferieure au seuil
